@RELATION pacman-data-training

	 @ATTRIBUTE pacman-x NUMERIC
	 @ATTRIBUTE pacman-y NUMERIC
	 @ATTRIBUTE ghost-x NUMERIC
	 @ATTRIBUTE ghost-y NUMERIC
	 @ATTRIBUTE ghost-distance NUMERIC
	 @ATTRIBUTE north-legal {True,False}
	 @ATTRIBUTE south-legal {True,False}
	 @ATTRIBUTE east-legal {True,False}
	 @ATTRIBUTE west-legal {True,False}
	 @ATTRIBUTE ghost-move {North,South,East,West,Stop,None}
	 @ATTRIBUTE score NUMERIC
	 @ATTRIBUTE final-move {North,South,East,West,Stop}
	 @ATTRIBUTE next_score NUMERIC

	 @data
8,7,6,5,4,True,True,True,True,Stop,189,East,188
8,6,6,5,3,True,True,True,False,Stop,188,South,187
8,5,6,5,2,True,True,True,True,Stop,187,South,186
7,5,6,5,1,False,True,True,True,Stop,186,West,385
6,5,8,11,8,False,True,True,True,Stop,385,West,384
7,5,8,11,7,False,True,True,True,Stop,384,East,383
8,5,8,11,6,True,True,True,True,Stop,383,East,382
8,6,8,11,5,True,True,True,False,Stop,382,North,381
8,7,8,11,4,True,True,True,True,Stop,381,North,380
8,8,8,11,3,True,True,True,True,Stop,380,North,379
9,8,8,11,4,True,True,True,True,Stop,379,East,378
10,8,8,11,5,True,True,False,True,Stop,378,East,377
10,9,8,11,4,True,True,True,True,Stop,377,North,376
10,10,8,11,3,True,True,True,False,Stop,376,North,375
10,11,8,11,2,False,True,True,True,Stop,375,North,374
9,11,8,11,1,False,False,True,True,Stop,374,West,573
8,11,14,6,11,False,False,True,True,Stop,573,West,572
9,11,14,6,10,False,False,True,True,Stop,572,East,571
10,11,14,6,9,False,True,True,True,Stop,571,East,570
11,11,14,6,8,False,True,True,True,Stop,570,East,569
12,11,14,6,7,False,False,True,True,Stop,569,East,568
13,11,14,6,6,False,False,True,True,Stop,568,East,567
14,11,14,6,5,False,True,True,True,Stop,567,East,566
14,10,14,6,4,True,True,False,False,Stop,566,South,565
14,9,14,6,3,True,True,True,True,Stop,565,South,564
14,8,14,6,2,True,True,True,True,Stop,564,South,563
14,7,14,6,1,True,True,True,True,Stop,563,South,0
