@RELATION pacman-data-training

	 @ATTRIBUTE pacman-x NUMERIC
	 @ATTRIBUTE pacman-y NUMERIC
	 @ATTRIBUTE ghost-x NUMERIC
	 @ATTRIBUTE ghost-y NUMERIC
	 @ATTRIBUTE ghost-distance NUMERIC
	 @ATTRIBUTE north-legal {True,False}
	 @ATTRIBUTE south-legal {True,False}
	 @ATTRIBUTE east-legal {True,False}
	 @ATTRIBUTE west-legal {True,False}
	 @ATTRIBUTE ghost-move {North,South,East,West,Stop,None}
	 @ATTRIBUTE score NUMERIC
	 @ATTRIBUTE final-move {North,South,East,West,Stop}
	 @ATTRIBUTE next_score NUMERIC

	 @data
13,9,15,5,7,False,True,True,True,South,379,East,378
13,8,15,4,7,True,True,True,True,East,378,South,377
13,7,16,4,6,True,False,True,True,East,377,South,376
14,7,16,4,6,True,True,True,True,East,376,East,375
14,6,17,4,5,True,True,False,False,East,375,South,374
14,5,17,4,3,True,True,True,True,North,374,South,373
15,5,17,5,2,False,True,True,True,North,373,East,372
16,5,17,5,2,False,True,True,True,South,372,East,371
17,5,17,4,2,False,True,True,True,South,371,East,570
17,4,2,4,15,True,True,True,True,West,570,South,569
17,3,3,4,15,True,False,True,True,East,569,South,568
16,3,3,3,13,True,False,True,True,South,568,West,567
15,3,3,4,13,True,False,True,True,North,567,West,566
15,4,4,4,11,True,True,True,True,East,566,North,565
15,5,4,5,11,False,True,True,True,North,565,North,564
14,5,3,5,11,True,True,True,True,West,564,West,563
13,5,2,5,11,False,True,True,True,West,563,West,562
12,5,2,5,10,False,False,True,True,West,562,West,561
11,5,1,5,10,False,True,True,True,West,561,West,560
10,5,1,6,10,True,True,True,True,North,560,West,559
9,5,1,5,8,True,True,True,True,South,559,West,558
9,6,1,5,9,True,True,True,True,South,558,North,557
8,6,1,4,9,True,True,True,False,South,557,West,556
8,5,1,3,9,True,True,True,True,South,556,South,555
7,5,1,3,8,False,True,True,True,South,555,West,554
6,5,1,4,6,False,True,True,True,North,554,West,553
5,5,2,4,4,False,True,True,True,East,553,West,552
4,5,2,5,2,False,True,True,True,North,552,West,551
3,5,2,5,1,False,True,True,True,North,551,West,0
